TABLE_CATALOG	TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_48
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_49
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_49
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_49
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_49
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_50
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_50
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_50
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_50
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_51
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_51
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_51
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_51
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_52
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_52
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_52
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_52
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_53
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_53
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_53
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_53
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_54
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_54
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_54
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_54
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_55
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_55
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_55
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_55
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_56
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_56
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_56
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_56
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_57
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_57
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_57
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_57
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_58
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_58
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_58
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_58
